customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
1907-UBQFC;Male;Yes;No;No;10;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7285;68865;Yes
7508-SMHXL;Female;Yes;No;No;15;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Credit card (automatic);89;12883;No
3865-YIOTT;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1061;78485;No
5993-BQHEA;Male;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2005;267;No
6024-RUGGH;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);252;17989;No
6513-EECDB;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7355;7355;Yes
3956-CJUST;Female;Yes;No;No;23;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);754;164355;No
4079-WWQQQ;Male;No;No;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6555;480745;No
6103-BOCOU;Female;No;No;No;26;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;807;2193;No
5149-TGWDZ;Female;No;No;No;21;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;10455;22394;No
7471-WNSUF;Male;No;Yes;No;60;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2415;15059;No
8942-DBMHZ;Male;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2045;25535;No
4301-VVZKA;Male;No;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;754;11894;No
9199-PWQVC;Female;No;Yes;No;63;Yes;Yes;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);797;478615;No
4824-GUCBY;Female;Yes;No;No;22;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;817;18209;No
5393-HJZSM;Female;No;Yes;Yes;32;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);763;240415;No
7074-IEVOJ;Female;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;794;20505;Yes
9625-QSTYE;Female;No;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8115;9523;Yes
0862-PRCBS;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10375;703945;No
8812-ZRHFP;Female;No;Yes;Yes;30;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;One year;No;Electronic check;8645;253805;No
5146-CBVOE;Female;No;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);751;121285;No
0454-OKRCT;Male;No;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);806;26511;No
5787-KXGIY;Male;No;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);193;13048;No
4750-ZRXIU;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;846;3601;Yes
4198-VFOEA;Female;No;No;No;12;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;336;43545;No
6630-UJZMY;Female;Yes;Yes;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8325;30805;No
5709-LVOEQ;Female;No;Yes;Yes;0;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;8085;;No
6400-BWQKW;Female;No;No;No;6;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;7905;4345;Yes
2692-AQCPF;Female;No;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10805;71189;No
0347-UBKUZ;Female;No;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;199;32045;No
0835-DUUIQ;Female;No;No;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2105;53155;No
0811-GSDTP;Female;No;No;Yes;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;3015;3822;No
7567-ECMCM;Male;No;No;No;24;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);7985;2001;No
6115-ZTBFQ;Female;No;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);655;49197;No
6353-BRMMA;Female;No;Yes;Yes;54;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1041;56458;No
6680-WKXRZ;Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);744;2158;Yes
6231-WFGFH;Male;No;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;205;776;No
9904-EHEVJ;Female;Yes;Yes;Yes;32;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;9135;289655;No
7028-DVOIQ;Male;Yes;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9905;33958;Yes
6169-PPETC;Male;No;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);205;75935;No
4208-UFFGW;Male;Yes;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4495;8515;Yes
8584-KMVXD;Female;No;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;756;53555;No
8467-WYNSR;Male;No;No;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;551;125315;No
0851-DFJKB;Female;No;No;No;15;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;5895;95515;No
5382-SOYZL;Male;No;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;951;21626;No
9448-REEVD;Male;No;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);447;447;Yes
3261-CQXOL;Female;No;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2545;181335;No
8388-FYNPZ;Male;No;No;No;4;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;5675;24515;No
4002-BQWPQ;Male;No;No;No;25;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);8175;20288;No
5651-YLPRD;Female;No;Yes;Yes;32;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;861;272375;No
2826-DXLQO;Male;Yes;Yes;No;7;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);298;22045;No
4378-BZYFP;Male;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;205;3658;No
9489-UTFKA;Male;Yes;Yes;No;8;Yes;No;DSL;Yes;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);609;55195;No
4849-PYRLQ;Female;Yes;No;No;56;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);7325;40542;No
9117-SHLZX;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;457;457;Yes
9889-TMAHG;Male;Yes;No;No;8;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);1003;83235;Yes
4541-RMRLG;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1925;1123;Yes
7764-BDPEE;Male;No;No;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2085;6065;No
3429-IFLEM;Female;No;No;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);7735;55501;No
3158-MOERK;Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96;1748;Yes
7294-TMAOP;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;9055;9055;Yes
5002-GCQFH;Male;No;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9385;47331;No
0556-FJEGU;Male;No;No;No;58;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);701;404895;No
8919-FYFQZ;Male;Yes;Yes;No;44;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3035;13597;Yes
0604-THJFP;Female;No;Yes;Yes;59;Yes;No;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);7595;454235;No
2834-JRTUA;Male;No;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10805;753215;Yes
5875-YPQFJ;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;699;699;Yes
5879-SESNB;Female;No;No;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7525;88865;No
6646-QVXLR;Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10375;638335;Yes
6461-PPAXN;Female;No;Yes;Yes;35;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;Yes;Bank transfer (automatic);5495;1916;No
3318-ISQFQ;Female;No;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);195;413;No
1106-HRLKZ;Male;No;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;80895;No
2483-XSSMZ;Female;No;No;No;39;Yes;No;DSL;Yes;No;No;No;No;No;One year;Yes;Electronic check;4785;18864;No
8603-IJWDN;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;866;866;Yes
8165-ZJRNM;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2375;167925;No
9369-XFEHK;Female;Yes;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);806;26565;Yes
2604-XVDAM;Female;No;No;No;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);438;54095;No
3717-OFRTN;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1975;1975;No
9046-JBFWA;Male;No;No;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1915;53735;No
3280-NMUVX;Male;No;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);196;6788;No
1206-EHBDD;Female;No;Yes;No;56;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Two year;No;Bank transfer (automatic);803;451365;No
8361-LBRDI;Female;No;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2435;142385;No
4883-KCPZJ;Female;No;Yes;Yes;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2525;5554;No
9108-EQPNQ;Female;No;Yes;Yes;10;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);261;22555;No
7277-KAMWT;Male;No;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20;26845;No
3842-IYKUE;Female;No;No;No;35;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);853;29175;Yes
6641-XRPSU;Female;No;No;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);70;24161;Yes
1374-DMZUI;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;943;42445;Yes
2545-LXYVJ;Male;No;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);207;14921;No
3234-VKACU;Male;No;No;No;2;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;703;1324;No
8357-EQXFO;Female;No;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9535;6609;Yes
1989-PRJHP;Male;Yes;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;755;189395;Yes
8120-JDCAM;Male;No;Yes;Yes;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;6955;2849;No
8917-FAEMR;Female;No;No;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1985;78425;No
7047-YXDMZ;Male;No;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;4177;No
2858-EIMXH;Female;Yes;Yes;No;53;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);9585;501625;No
9524-EGPJC;Female;No;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;901;161275;Yes
6993-OHLXR;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6895;11975;Yes
8818-XYFCQ;Male;No;Yes;Yes;32;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9955;320465;Yes
6419-ZTTLE;Male;Yes;Yes;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;2075;4852;No
0929-HYQEW;Male;No;No;No;3;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;5015;16085;No
6614-YOLAC;Female;No;Yes;Yes;71;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Mailed check;5865;414525;No
7426-RHZGU;Male;No;No;No;9;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);959;82745;No
4065-JJAVA;Female;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;495;495;No
4695-VADHF;Male;No;Yes;Yes;18;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;5745;99085;Yes
3863-IUBJR;Male;No;Yes;Yes;12;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Credit card (automatic);5365;69635;Yes
7649-SIJJF;Male;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;801;55854;No
9361-YNQWJ;Female;No;No;No;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);244;16012;No
3748-FVMZZ;Male;No;No;No;4;No;No phone service;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;4005;16245;No
9391-TTOYH;Female;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;195;4702;No
1452-XRSJV;Female;No;Yes;Yes;39;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);5105;2066;No
3422-WJOYD;Male;No;Yes;No;28;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Mailed check;5435;142645;No
8242-SOQUO;Female;Yes;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;847;3925;No
7460-ITWWP;Female;Yes;Yes;No;45;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;861;386145;No
7147-AYBAA;Male;No;No;No;37;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7035;25529;No
7868-TMWMZ;Female;Yes;Yes;No;60;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110;666835;No
4822-RVYBB;Male;Yes;No;No;8;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1006;8194;Yes
6732-FZUGP;Female;No;No;No;47;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Credit card (automatic);949;461525;No
8436-BJUMM;Male;No;Yes;Yes;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8375;20706;Yes
4184-TJFAN;Female;Yes;Yes;Yes;3;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;883;27375;Yes
8329-GWVPJ;Female;No;Yes;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6975;35577;No
1352-VHKAJ;Male;No;Yes;Yes;27;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);716;19571;No
4145-UQXUQ;Female;Yes;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;921;72995;Yes
2632-TACXW;Female;No;Yes;No;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2365;141675;No
8146-QQKZH;Female;No;Yes;No;71;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8185;59244;No
1767-CJKBA;Male;No;No;No;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;251;16977;No
6445-TNRXS;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1147;784985;No
4581-LNWUM;Female;No;No;No;13;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;4915;6494;No
4869-EPIUS;Male;No;Yes;No;56;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;Yes;Electronic check;809;45575;No
9948-YPTDG;Male;No;Yes;No;38;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7945;301305;Yes
1236-WFCDV;Male;Yes;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);9045;12661;Yes
1915-OAKWD;Female;No;No;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);193;36035;No
7296-PIXQY;Female;No;Yes;Yes;14;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;702;10465;No
4883-QICIH;Male;No;Yes;Yes;32;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6975;23479;Yes
3354-OADJP;Female;No;No;No;8;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);5425;44775;No
3524-WQDSG;Female;No;Yes;Yes;43;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);993;420995;No
0810-DHDBD;Female;No;No;No;52;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Credit card (automatic);74;387765;No
4026-SKKHW;Male;No;No;No;3;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;5025;1523;No
2829-HYVZP;Male;No;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;198;5722;No
8329-IBCTI;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1965;1965;Yes
1271-SJBGZ;Male;Yes;No;No;12;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;4365;52695;Yes
3845-JHAMY;Female;No;Yes;Yes;16;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);355;5527;No
7013-PSXHK;Female;No;No;No;40;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;8075;320865;No
5669-SRAIP;Female;No;No;No;5;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;395;21075;Yes
5981-ITEMU;Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);971;370695;Yes
3486-NPGST;Female;No;No;No;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1955;62075;No
6941-PMGEP;Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80;4125;Yes
1624-WOIWJ;Female;No;No;No;10;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;847;83205;Yes
2074-GKOWZ;Male;No;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);8955;18555;Yes
0376-YMCJC;Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;906;19432;Yes
6100-FJZDG;Male;No;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);2005;5059;No
